re_id;re_cu_id;re_date;re_amount;re_modeofpayment;re_checknumber;re_bank
1121;1773;2009-08-15 17:06;7766;3P1ZJ4V7705GMHK;39673;CY55-7156-5158-2206
1122;28;2010-12-20 00:13;6184;PMGWBLAESYB0AEP;70642;KQ96-7935-9198-1921
1123;1937;2009-10-07 10:31;40954;Z7634YW5I0O5RAK;66431;UE67-5860-2862-5980
1124;1956;2002-08-03 01:38;31708;AA46PL6HFM6KSVW;76315;ED60-0412-4564-2851
1125;846;2009-10-01 15:21;47750;BXGEBHMQPAEBX4M;22512;SL63-5259-0160-0755
1126;2104;2006-06-08 23:05;33272;D1P09IJE1POHRCC;73229;NU82-8820-9046-0724
1127;822;2010-09-17 15:04;21106;4UUUU5ZTODHE6VK;70421;OH44-4621-6716-8027
1128;1987;2005-10-23 00:54;43022;0O6R5VJTE2DLS4Z;38521;HY10-3490-0195-3804
1129;973;2009-12-27 07:19;42013;YR62ARN82VCW047;3413;BX33-0327-7823-2380
1130;1974;2010-01-22 10:33;37063;4DH35LH8A0GSSD1;52315;GD56-1141-3220-8683
1131;644;2010-10-28 00:50;6744;E4GFOH081YO9JMS;65856;TI32-1004-3977-7708
1132;1667;2007-02-02 05:49;30255;U7GEMW7C9XS9BVF;23755;UO46-2247-7048-2459
1133;1123;2002-03-25 04:39;21919;USIVOSHND916W7P;74527;IQ03-2509-4097-8569
1134;1721;2008-02-23 02:46;39232;87XKWMWIW35RPQW;99001;PU58-9852-8049-4350
1135;288;2005-05-23 17:14;12414;JZFQ4WK2QT1DU1G;66987;LT20-0038-0278-4412
1136;1512;2010-08-04 21:26;48413;8414YUS8V0YLMQY;56536;NR59-8642-8110-2879
1137;799;2010-09-21 23:53;15970;CWNWRYJBMVU3LJO;28260;EL87-0898-7080-7002
1138;336;2009-04-11 22:20;13010;N3IKPS7O67U3XZF;75733;WP11-8216-3832-7277
1139;1850;2002-01-27 23:08;10074;UE1XEJA9LQH20PN;82461;MJ10-9557-7338-6522
1140;1559;2007-10-09 23:28;29445;C3XJ7DYKPZQK4FD;95499;WG31-8697-4632-0028
1141;2087;2008-11-01 06:53;26414;FT86IQH4S9ZYA4N;3500;OW65-3406-5161-7971
1142;1648;2007-03-04 14:57;2076;KIRU1WTGFG8FSP5;54809;PZ26-6064-3033-7654
1143;2004;2008-03-20 22:37;25022;CTN6HGUMLTQXEZ9;42923;XC85-0021-6798-3817
1144;1467;2010-06-16 12:30;8644;B90LOIMJ0RR1H2B;12290;LF11-7502-7668-4115
1145;960;2005-05-07 08:31;28861;4UMGHGZ4N5875V2;28493;IH72-4037-6848-7353
1146;360;2006-12-09 00:04;12588;7N3JPJHT746PPT4;2826;GY91-9396-1319-4892
1147;135;2005-12-16 13:01;42202;INSJDS3V9WYIAED;27487;SM07-0777-2403-7105
1148;124;2007-09-21 19:22;1991;PATTYRDLCS9DAAF;17352;JC55-9824-0954-9309
1149;1848;2006-03-29 15:59;48979;1OPH2I3FK8ASKYJ;67288;GX98-5077-7834-4280
1150;1555;2003-03-02 23:41;42732;Q00EZAKQA77KIPK;70307;MH24-9677-5111-5633
1151;1568;2004-09-16 04:29;47781;H4HLPV267E9QHK1;56070;NULL
1152;594;2008-10-11 08:36;13531;9GM9A0UQ4Z7VBJW;1620;NS21-0041-8676-7346
1153;1913;2006-12-02 21:27;30066;NBBGGX3VYT7L1T8;13528;ZB27-2495-7095-9339
1154;396;2006-05-16 19:41;6280;5TB23BOGARHPN6V;27652;HN64-5682-6556-0497
1155;1068;2006-12-21 00:58;37674;HE359KWBCRAGT8P;71414;OQ16-0070-7665-5286
1156;1294;2007-08-26 21:00;31973;QHPH8TRCNU6PGE7;31032;BG05-9299-1078-4845
1157;1828;2003-10-31 02:32;38885;YJ3NQ3GLWZPC07N;93764;DG88-1041-0854-0140
1158;2132;2010-11-29 16:38;28238;26Y6GDFNMQHEE7V;23677;WD66-6704-1299-1648
1159;1724;2008-06-11 11:33;13183;JIIA41JN14L84FB;15198;LT01-4246-4721-2284
1160;1882;2005-04-27 07:55;17782;74N9F1BL3G00L26;59439;JR96-4984-2543-5471
1161;1827;2006-03-24 08:57;33015;3RSHODW0NB4CR7J;28799;RU64-8093-3900-1560
1162;2090;2002-01-20 15:52;15710;E069JLII7X6O1J2;57032;NF22-7477-2868-2295
1163;1011;2002-04-15 17:30;20837;YW4CMUSU8NM4WYT;65252;ZC95-2039-1115-4180
1164;1915;2009-09-20 01:08;48968;WTLKVW5I99AR67Y;490;EP01-1193-4351-2654
1165;926;2007-08-05 15:37;26878;86DV27KK8C1VYDM;53398;JX16-3070-4384-8491
1166;1348;2009-03-14 03:05;7906;3AS8YH32QM3DJ0O;66384;LP68-4615-6277-8488
1167;1538;2006-08-20 01:07;47871;OJVQLXTP80BJU9J;22481;EH99-6732-3492-4899
1168;1314;2002-03-05 17:17;48313;N1NVFQ4R3B5F370;47263;ON81-7400-2822-7987
1169;2101;2010-08-13 02:37;30174;O07FHVN6H3ZY5J7;79653;UG28-4845-9767-1778
1170;1623;2004-05-17 22:10;113;37PIDSLYE4N9SEL;42884;KG15-0979-1372-5313
1171;224;2010-07-04 23:46;29052;Z3UT24DREHECR6L;55876;PL21-4861-8640-1213
1172;78;2005-04-18 06:36;32001;4OCWHIUVF90D8DD;17162;RQ83-5853-5688-8305
1173;1889;2002-12-09 14:11;42200;HYZ2ODDZUY4WE96;41834;DU27-2540-9798-4879
1174;1296;2003-06-21 00:31;40222;I3541PJG8ZET3ZI;69012;CV30-1439-8858-5652
1175;1384;2007-11-15 13:25;10109;3BUS7IUQAD1JDYH;61244;CG58-0534-5009-9670
1176;496;2004-06-14 02:08;5689;2SU4891SEITPYJV;74883;CD09-9682-6605-7271
1177;1843;2004-10-01 01:36;31163;F4S3FE009ETON02;17064;ZM37-8469-2291-5840
1178;2153;2010-04-22 22:01;32310;I8RA5ESU91EPP4R;661;MG84-4314-8216-7290
1179;970;2008-03-27 17:07;2847;H7396EQOSUVTFD5;862;FH44-4223-1042-4244
1180;789;2004-10-24 15:17;35162;FJ7QSLO1BXTDZBA;54391;NO39-5876-9629-3090
1181;1688;2002-06-24 10:03;41070;M26FXT43H3IAJYE;46309;XA71-3839-5067-1418
1182;2141;2004-12-27 19:41;19115;V095X1YVI2Y8KCO;15822;NU14-2502-4165-5721
1183;1370;2010-07-26 08:54;44044;JQ7D6PGMF38O3DI;19440;LQ36-2516-1642-6740
1184;1898;2008-10-27 07:38;49282;IWHY157L3AWUVVJ;29914;FT18-2966-7301-7860
1185;744;2007-05-09 06:03;39283;F1RSR1P5KNQTSAS;31132;XQ35-2890-0728-2750
1186;141;2004-01-17 16:14;43214;KKPOUPEEJLAWTLR;21652;NZ42-0389-0231-8389
1187;956;2002-03-03 08:22;189;K391MPMH6BEEEDS;29185;SQ66-3750-0336-9281
1188;2100;2006-11-08 08:58;15638;IRAA6UAPNC95QTC;27714;CA04-7543-0583-7647
1189;1078;2003-03-06 01:48;1557;W79P1QIUY8HIAZ0;1327;IX99-4581-8666-5195
1190;1954;2008-09-26 20:14;30441;THE1BGDPTJEAGGQ;52197;BS08-3215-3871-1592
1191;2023;2008-10-05 18:54;9527;ZGI642RR9FCXCRE;68290;OF28-7515-2422-8131
1192;1734;2010-10-23 07:14;37732;C3B9FBMFUJVHC8D;6762;RQ47-5746-3144-7935
1193;1986;2002-11-01 10:46;49828;I4JUHT1QPMSV4FD;94338;AZ14-8224-0685-7032
1194;1984;2007-10-02 15:13;42292;4RXD5GXOT2BL6AF;52692;SX82-7301-5666-2336
1195;2014;2003-07-19 14:30;46430;1UF77K5I2KJTIQB;50449;FF25-9609-3830-2271
1196;1885;2008-10-12 15:00;10704;6TCKA0C17V0FHGJ;63231;DH49-8557-6256-5618
1197;1953;2006-11-19 21:27;31240;6QT905UJLFAKX45;33660;CF27-6101-4609-8530
1198;1872;2009-06-30 21:28;26055;RWFDXUQ0IE0CKQ0;44822;MF76-3375-3100-2282
1199;1921;2004-11-11 20:53;31766;04MSX1F0YSZVQS3;72443;NQ16-7271-7660-4152
1200;1442;2007-02-23 05:25;20955;PXNL06HCZSRM4IZ;17614;HO05-8453-7795-5936
1201;1254;2002-04-21 22:57;14718;EOJSHD5QHEE5VVA;65689;ZK54-0270-0620-0049
1202;819;2005-10-13 19:43;43889;AXMM3FLUMAS49TV;75270;DV98-4781-6631-4057
1203;389;2008-02-08 16:45;21817;S4G18BLCRW3MSCG;8174;VG70-5959-7385-6676
1204;234;2003-11-12 17:49;48865;I1B7WDRZ3P67K1H;22716;XX40-9450-1536-2889
1205;1824;2003-08-28 23:54;13679;IXCQF9HZB9U6BY1;42972;JG92-5484-1893-3085
1206;2152;2010-05-30 21:53;15779;TOL7HNKFCGYJ4ES;2960;XX57-9637-7556-4743
1207;932;2007-11-03 18:24;21331;FF3U0PO9KCWMILO;26494;SO97-2797-3343-3496
1208;1629;2005-06-14 20:55;39844;NVDVF97UDWEYAYU;90193;NQ42-6582-2513-5016
1209;1260;2009-07-01 06:15;46172;G4QVU7A4ZCN4RXX;33388;LB31-2212-6129-5406
1210;1930;2004-07-08 22:49;31984;SUW90WA689G4BQY;24893;BL07-0474-9805-0023
1211;1321;2004-11-25 19:23;810;IY5DUS9FL9W2L23;90387;RZ54-3705-0736-3482
1212;1360;2004-07-09 04:31;6575;YN5G1KWKUKNLQ6S;54865;KW62-3153-2934-4326
1213;132;2004-09-03 23:31;25391;E1LSRKV0KGOR07K;32712;TW91-9876-1421-8180
1214;2021;2005-08-18 20:16;28022;505NKIJX2LJA4NO;55853;LE87-1281-5069-7043
1215;415;2004-11-03 21:51;26712;GMOJHAOER5VLW5J;1374;WT04-3761-5237-1368
1216;127;2003-03-28 13:16;13900;0HGQ05PWHNQ61LV;63260;WN53-1011-7254-7388
1217;606;2002-06-27 06:58;21666;S8AEI0OVCQVFMY1;30223;FZ98-2666-4692-5052
1218;2147;2004-06-18 09:51;21555;1V9N7YEBXS2TKHD;57854;MZ89-2230-0265-5528
1219;807;2004-05-14 19:04;9685;9YTNU540TKE999A;31223;MM26-1612-5779-1860
1220;1677;2005-07-19 23:22;33664;MS55B8PTUZHQYUB;94758;HQ44-7605-3205-6311
1221;2181;2009-01-11 18:42;7716;DP6N5D3VR9TMK41;48920;EU44-5746-8018-7124
1222;1942;2010-10-11 16:08;32233;II7RC8U09ZTUOE1;57238;ER24-4445-8808-0931
1223;1931;2009-12-30 15:29;46756;9JWJ3MD9P9D1E29;33199;OY52-6181-6501-2920
1224;1553;2003-11-17 06:22;49733;YT7FNKI5V5D6J87;95683;ZC91-0872-3067-6287
1225;1244;2006-08-12 03:16;40587;7VD08HKV5Y12USL;33937;OI23-7279-0668-5076
1226;918;2010-09-11 16:31;41320;P3WU6MAP0ROX97P;77277;DY34-3757-3047-7803
1227;32;2004-06-17 19:49;32174;20UJO8HG9CAPIFA;93760;YG23-9101-0044-8863
1228;1093;2006-03-08 22:58;49908;K6GGCC6LKO0GSMM;20319;GG76-0981-3616-1134
1229;15;2010-12-02 10:01;43792;8KZUY2IGMFLUCL6;79515;MO29-3890-9170-5688
1230;1091;2010-02-01 22:25;49406;HMD2Q94QT8Z080N;86469;GA74-7476-9776-4626
1231;1506;2008-07-25 04:41;24450;QCGYFF3IO0UWRC8;21966;XC44-6254-5425-5576
1232;1601;2006-04-02 04:07;5108;HFZ69J7ZG91P3H7;86550;EJ04-3500-1139-3970
1233;2138;2007-06-12 01:08;543;SY404841JVEPE7Z;82595;EH32-1491-0777-4053
1234;1188;2003-02-03 11:41;31892;0ZJT0HD64GH6EDF;2495;MK33-6025-5100-6142
1235;1804;2004-07-05 16:20;20443;S84S88U8AYNE4HL;15298;DX13-1499-7568-9864
1236;2056;2007-09-10 14:19;47181;AKP3YEKBKXVNRYN;12404;TO56-6078-1635-2034
1237;2085;2007-11-19 02:56;47299;G8X5267R5AI2TZ1;76422;IO76-2672-7633-5785
1238;1666;2008-09-13 15:05;45180;V8VUNB8DOT8BC6H;41992;ED68-3768-0849-7034
1239;2110;2007-03-02 07:43;35603;BHXWKF64CYXNWIH;79006;ZQ40-1462-9114-0708
1240;1902;2007-12-09 08:10;23503;V9SI2SH40JH9YWE;22515;CJ67-3587-1024-2731
1241;1609;2007-03-15 21:50;21882;T7RC142G2RHPEKH;88734;ZP07-5472-5492-7308
1242;1813;2007-09-18 11:27;10345;CNF3EZ8IZTW0XW5;18861;WN80-9670-6717-6068
1243;1624;2008-05-09 02:42;19466;JYUPQ4JR6BFBBSP;97915;CN56-2054-3200-2635
1244;1418;2009-08-27 02:58;19573;2BWAHBKTY9C781J;81291;YF87-5112-9870-3467
1245;2154;2005-11-02 00:50;29631;L16GPSF73OW2KX6;677;FO24-6834-2212-6856
1246;2073;2006-03-30 14:23;2951;3GYLZVY7D1QHSBI;25134;LE43-0091-8276-6278
1247;1251;2008-02-19 07:43;12341;S9PAM9Q9WP6TFI9;51717;SW66-7365-0673-8076
1248;317;2008-03-14 14:30;21805;243R3X6Q2Y3O1XF;41721;MG40-6306-8673-7762
1249;2031;2004-11-28 17:21;15580;5RAA8WLUQOPAO5S;61712;GO75-2671-1425-2521
1250;1904;2002-04-24 01:14;32530;RQFN7R1U3Y7N618;78683;PY20-0713-3026-7443
1251;2173;2008-04-18 08:02;39038;AENO7YR5J91F8V2;14064;HL61-7141-1766-4592
1252;1910;2004-06-03 11:35;9685;57WBIRKEPG79PXN;75265;PW83-9751-8225-5843
1253;2065;2007-02-17 02:23;16369;GQ09H4NTY94YPLL;67474;RE23-0529-0775-8758
1254;1221;2010-04-24 21:30;48103;W9HY5WGIU9YQQIG;18970;YA34-1686-9396-5048
1255;2145;2009-02-10 10:43;13238;LCZIUSF1K3C8MMO;50286;HE75-9970-5171-9829
1256;1649;2002-07-11 06:48;32486;UZDGFOJJ9HF86W2;66739;IH14-8327-9268-6972
1257;2098;2006-10-14 04:14;47134;TICDM3D3TGE1K7W;48714;DP32-5462-9398-5080
1258;1812;2006-03-25 10:23;22084;KUWQ505WTG9CD7V;60535;OJ59-2528-7127-7153
1259;671;2008-04-01 14:33;8277;0WF3ABHQM9MZAHY;99367;NM08-0008-1052-8312
1260;1694;2003-12-17 07:23;22360;L6NB0BATCFJ6U0Q;NULL;KI21-1879-7708-5032
1261;1081;2007-12-14 02:03;33606;KR0NSSX9C54WD6M;44330;GA51-5898-0011-7798
1262;1983;2003-08-28 19:25;21424;H7R6JJNPLMQVRBW;39969;HY43-3723-0213-6016
1263;2027;1971-01-01 00:00;46052;IZEJHB8T9EYU6EF;62803;VC76-7572-3390-1711
1264;2160;2005-07-13 10:54;46766;S8OM9K214B1612H;39321;RN98-8117-2148-7765
1265;2063;2010-05-29 07:50;7534;9IDER3T5YYX4KSI;12578;MA69-2052-4015-7798
1266;1060;2006-12-14 18:08;45702;7K2JM9CYWDE692R;20929;RP11-2449-5814-3976
1267;379;2009-08-25 15:16;6032;XXLN00EPEINBMYG;1738;PK71-2099-7784-5789
1268;2093;2008-01-28 03:23;43499;SUYH0YFZ6FHEONV;79166;BI81-1248-2301-3000
1269;50;2003-08-02 11:50;7578;6R7N6U665D43L0B;79672;MZ80-0571-6450-9931
1270;1833;2003-02-14 03:56;29531;X2DF395ZIMHLJ00;12232;PC44-2717-9253-9160
1271;1790;2008-02-24 07:31;16602;MR4VQS5YNSBNTBD;75024;PR68-0640-8688-4557
1272;1639;2006-05-09 10:19;26487;3JHLAGSXL85KDKN;93320;QL62-7398-0094-7622
1273;834;2004-10-12 15:53;35952;CDGTWG74XERBYI5;80085;TR15-4755-3892-0653
1274;2105;2008-04-18 02:08;36182;8BI0IEF6Z79INKK;84520;MG85-4779-5887-5622
1275;2231;2007-06-06 10:54;11782;55AFUK9MBCNVOGY;94811;LF71-1360-8624-3980
1276;1916;2009-05-06 01:32;47371;2YC22MNXYATO7PG;26985;TQ70-4759-0800-0492
1277;2230;2003-04-27 07:15;12766;UP6S8QBO1WO6RKI;44526;BY61-3326-2466-9187
1278;878;2004-06-04 13:26;27182;85GP7I0IICHKQKE;94848;EB88-4425-7776-1941
1279;400;2002-05-06 12:30;20102;VA1ZA6VCMO06YG6;62614;HH73-4612-5689-8249
1280;2015;2009-01-14 05:31;37635;RAG19R5BONAV8QX;35513;AB57-9681-5287-0580
1281;41;2002-05-15 12:53;28978;H2AGII81A32JIUK;8159;NULL
1282;1976;2004-07-24 08:48;10368;63TF4CC44QBMWZ3;29473;CI10-7727-2422-2634
1283;2048;2007-04-05 05:19;34327;QJOV6PV92ER5PMS;66723;IC04-1976-9097-3611
1284;2170;2003-04-11 05:36;11262;38P5XIC4Q6CR7L5;4564;OM37-5989-5872-1686
1285;1027;2010-08-11 08:47;10367;06SY5PVG8JDPL7E;1115;NA34-4689-2075-6645
1286;1965;2003-10-17 14:22;14765;YHJOAXY87K40D31;73151;YU32-5520-5004-9321
1287;2224;2006-02-21 17:05;38739;8G4JUTOEC9XD5MI;13542;AY28-6749-0852-9129
1288;1365;2010-02-13 01:43;2441;RUTQ2H027KRLKV2;79955;PX79-1663-4798-1319
1289;1322;2008-02-17 03:37;18653;IWG53UN4S4B10K3;91190;TD52-2301-2140-4825
1290;1854;2004-12-23 00:58;37958;1M8J9ADRG1B912U;34335;UP61-3578-9387-2628
1291;2156;2003-12-27 09:31;47;6SV86DFX6PXX6Z1;21439;QE25-8565-3695-9179
1292;1893;2002-11-28 10:05;25214;G7KXMJU7JPP1JE2;90590;HJ28-2321-6914-3515
1293;67;2003-08-27 16:33;36902;ATU7PVDN7BCKCFK;6268;DH56-2135-9437-0795
1294;812;2002-06-15 00:31;13242;ZOSUIWUMYNOGODD;94631;KI67-0855-3910-6150
1295;1526;2005-03-17 00:20;39898;M7MD4TYLUWQB7AV;88331;YQ74-6638-9679-9911
1296;130;2010-12-26 06:07;457;481UL87EY8926WZ;48862;UY55-7436-5046-9294
1297;1146;2005-07-19 02:24;14294;XKX5T7C5Q70M5JF;44986;EU32-0571-8917-2969
1298;1989;2004-03-08 00:32;22701;SLCGBI7EZ8FVJVF;20029;ZF46-2997-7061-1276
1299;1530;2008-12-10 18:52;12039;WWEMCPAXVV4D8L8;57683;QL60-9562-5915-9517
1300;2061;2004-09-13 08:50;33930;TM9LKJHECJ5KSGL;29004;TL09-5306-2337-7603
1301;1535;2007-03-09 09:34;46920;S2P94SA2BEKGET6;66884;HL20-5927-8380-6064
1302;596;2009-03-02 10:59;18842;ZZ2XMUCDEZ9TKP5;3412;QQ26-7619-4140-8919
1303;1880;2006-07-20 19:52;14227;9AL5WZA0B7A5Z10;50810;UY39-7015-9168-9368
1304;2069;2007-01-30 10:34;36049;CRLSEO8YQCU4IHH;36897;CT42-9771-4886-8730
1305;1979;2007-10-05 09:49;15927;956380HZP1MEJ6E;6483;AK59-1585-1172-9707
1306;1390;2006-12-15 14:54;12551;ZQGS4C0L2NFK55I;4982;JJ43-1215-7703-9267
1307;2206;2005-07-07 16:09;0;POWTVWBC9L3C2TE;54581;YO27-4780-2260-0690
1308;2103;2007-02-15 09:27;23733;XH5S0PHW5K1KLXT;93522;SZ34-8504-9148-1566
1309;2239;2010-09-12 15:29;30188;JRPVAKH3F4II9OJ;11887;GO55-2185-7825-9345
1310;1400;2002-12-20 19:58;36320;9VMO0PU07ZNAUQQ;27847;VO20-2981-3844-7825
1311;1796;2007-10-18 03:27;15868;RJSA4I9CZ2DV6ZN;72911;FY23-2122-0140-3420
1312;125;2009-02-04 17:21;19720;1SBPA5JUXOOBW68;47885;NULL
1313;247;2006-06-10 15:44;19952;D6QQV94QM9OYCYU;54439;ZL30-1414-0966-9799
1314;2283;2008-03-10 04:51;1982;C691F02M0YCFUXF;98316;QW26-3244-4024-8240
1315;578;2007-11-19 01:40;20642;TOHZ8XLROL30GKH;31605;CV02-4837-1535-1367
1316;2131;2010-05-24 22:34;43382;UGYQW69D33PXWPV;11670;RA58-1814-8050-1329
1317;2300;2002-09-10 20:44;23237;TV4OHUZFLIDTX15;58277;DR35-8069-3447-5332
1318;1605;2002-05-20 13:48;37097;GDKEZPWMF4W57NU;42533;EH24-5299-8853-1352
1319;1907;2005-12-02 02:07;34789;QE6LGTH0HJ4ETFF;49734;LN56-2260-6493-1193
1320;424;2008-08-12 17:27;36399;YAGI4GP4ZI8DYU7;46577;SX56-4440-0177-6773
1321;1542;2002-10-24 01:03;42769;NE3IUKZNWKXFLHS;3136;JY14-0292-9076-0918
1322;1071;2010-07-12 13:32;6962;OT6W6BU9P2LXK41;98457;EA62-5053-9739-3234
1323;632;2010-12-10 23:45;3591;B6QFCX7EBTMJJAJ;12087;MU01-1868-5319-4124
1324;2242;2009-08-09 10:52;24845;P9O4NBRBJTTSY13;60846;LW92-6167-3462-5124
1325;263;2010-02-17 18:24;19620;IA3EQDMQMRLDPBQ;67762;XN44-0780-0009-1865
1326;249;2007-03-29 21:26;29484;J38AFXZ0FFVI4EG;38036;ZC18-6290-9053-4815
1327;1364;2004-09-12 17:46;41388;QT0874RBMXIVPEL;40524;TQ34-3232-9594-3563
1328;1394;2004-04-30 15:21;39585;3E9USSDLB2ZBH4M;88161;YA09-5860-9224-7383
1329;2188;2005-02-02 01:48;22710;BBMWAH7ECWOHF3A;96810;OU05-9912-2986-3407
1330;1490;2007-06-11 04:46;46285;TNEQ5LHYFEX45FU;6747;TF03-9861-0532-9486
1331;1350;2005-10-18 23:07;11324;BAJERPYL6UHW4W6;52592;NT72-8239-5585-0199
1332;1369;2010-02-18 06:43;33077;RYIUPW1PUOGVK28;8653;NB13-3049-0524-2021
1333;1420;2006-06-24 18:34;40065;2564KW93PTJA4LT;84646;GG40-6582-7796-5904
1334;2151;2008-08-22 03:40;15142;8QD7XZSE8TK2921;50557;YY50-1771-7428-7387
1335;1572;2003-11-08 19:57;36172;LKTYQ1NVOE5WCRL;51842;OR37-7071-6433-9995
1336;1273;2004-03-14 01:53;0;UWMTP1Z2DRWQB6U;69366;CD92-8585-7732-1233
1337;1324;2009-01-03 12:56;40716;RGOJRVT63HIIUW1;88616;BB00-5273-1645-3458
1338;1879;2002-03-06 18:44;10136;8B7CF7DKKQLY5XJ;53223;XO96-0177-2100-9273
1339;125;2006-07-06 19:47;46142;KI4W21HZ3GQ7JG8;96089;BE60-7287-4115-1304
1340;1679;2005-08-27 17:52;48278;PEHZYH7J24Z1AU0;30593;AQ95-4342-5283-3593
1341;2214;2009-04-10 22:13;45336;X0YCR4F6U89ZH61;15668;YY79-5278-8205-6552
1342;85;1971-01-01 00:00;47817;I39RFKJ2BLUX2FP;31745;KO98-1687-1107-1559
1343;140;2010-01-06 07:37;41033;FK9IIVPKYA5Q872;23329;QJ60-8860-0153-8054
1344;1547;2010-06-02 10:14;8551;3VJ6L9QDGV16AH4;33724;YB70-7449-2671-2852
1345;345;2007-02-28 07:39;16121;J0JXWILMEOS4ETU;98063;ES00-3834-5563-9080
1346;2137;2008-03-06 21:30;2785;IYU6WIN6TW2MUJA;69450;EC84-2762-2773-6934
1347;2022;2005-11-20 16:09;18238;6Q67O50KAWSWGMY;69589;EL71-8438-1406-2681
1348;896;2007-06-19 18:20;30096;1XNBNYI0DD4ZGYR;84126;RG37-9530-6796-0263
1349;1502;2006-06-18 11:41;23232;EBXOMNFDY9VZPQP;20016;IK03-7633-3441-4418
1350;905;2005-07-26 22:50;16259;XELXWYU875TA104;39106;ZU46-9013-7938-2312
1351;1132;2005-10-23 01:45;19860;NULL;46818;YS33-4068-4336-5677
1352;1961;2010-04-17 09:23;16660;4YI5OA1DHADD2IA;27336;FZ55-3620-6000-1354
1353;1554;2005-03-01 12:35;13361;OX21CUYFHPGGT4B;85453;ON35-2167-4377-7831
1354;2279;2009-04-05 22:25;29505;4JUR7JIMC7FLLG5;46143;KU83-5343-2664-2901
1355;1592;2002-05-01 01:24;36303;U6M4X3ZAZ3OYTLK;54241;PI17-3134-3517-5276
1356;769;2003-11-22 07:47;19271;YE9JNJF4FFO4FCU;95243;FK26-3359-9974-6692
1357;2322;2007-08-27 20:01;26967;KRLMI711KKR4VJT;36650;AV80-7266-4539-9020
1358;840;2009-03-22 11:14;43328;N2N67M1BRIOHEUV;29403;VP46-2286-4725-3555
1359;725;2007-12-11 09:00;43997;9NE2ZXUQD7Y3RA8;67516;WF43-5775-2212-4414
1360;1717;2007-12-12 16:09;44607;MWHCPNTXQ9VZJJN;90356;WA08-3954-4793-9296
1361;2169;2002-07-09 12:23;6565;P4V85RRQ7WSZNXK;38524;BB14-3290-1101-4522
1362;1806;2004-04-03 21:07;24539;9TUHDIYLTGBQ2U7;73111;EC84-8252-8479-9319
1363;2266;2003-03-10 00:47;22966;K8EMF0QV5Q5SUUA;39611;RJ36-1357-4789-3074
1364;1052;2004-01-14 07:39;1022;PEQPO5C669EOF1O;74127;JW37-2151-3157-5836
1365;742;2005-04-04 10:42;33904;PYFEJX183ZCMC5Q;57934;AM36-0453-4625-0969
1366;304;2008-03-02 20:51;24996;6J1N4H5EV7G6M2G;97031;AO16-2081-8133-9031
1367;150;2008-08-28 20:44;32791;1S2WFV8RDHMPTQT;40443;XW84-2049-7609-2057
1368;2258;2004-08-13 22:47;29655;IFHV0077S0JCHUM;85587;TE65-1118-7506-2110
1369;1867;2008-10-18 12:04;4809;J8LJ2UKBB9ANVGL;37887;IG14-4869-4116-1920
1370;2139;2006-05-03 08:53;15810;DFN7KK21KV3ECW9;10006;JA90-2199-7549-5057
1371;142;2005-09-06 23:47;29927;UL6K59YOU6KRQKC;14971;LW34-0001-9092-1441
1372;2235;2003-05-22 09:38;33246;FDY27FGY6JZ7Q5Y;69747;RB66-7569-3591-5692
1373;1080;2002-07-08 01:59;27096;ZSS9A003HYCD0BA;93113;XT84-6735-5678-7822
1374;12;2006-11-13 18:01;38819;IRZYY7AE48ELAQY;97920;LG64-0668-8673-8121
1375;1461;2002-04-07 08:14;39454;75RXS22EDUL933X;50091;IJ79-3688-0445-1045
1376;89;2010-05-03 19:14;38582;8YPY50GRHD42MFS;3373;ST69-5096-1819-9487
1377;1197;2003-10-17 17:25;1736;ZM5VJD8FOLL3M0B;311;UA82-8660-5655-0918
1378;1692;2002-02-10 03:18;48412;AJCC0ZJ7PZFEX0R;98078;XD95-6926-8197-8767
1379;232;2005-10-13 16:06;37470;2UAGY2AVQ99KFC5;90781;IP52-3384-9488-9601
1380;1381;2003-06-05 13:21;22059;23R22GQZ3X5KXTH;78322;IL65-8212-1155-3373
1381;1944;2006-03-31 02:14;1382;TN1RQU389GLRQZS;37763;KD96-8790-5701-9784
1382;1039;2010-10-10 03:06;49388;TYCU8PVL4AD0WQY;72021;RF82-3553-8193-7860
1383;1332;2009-03-27 06:04;18156;RLQRBDQ70JTMVY9;87512;GE63-3545-8479-1475
1384;1660;2009-10-04 16:31;23325;5TQYHNF4RGNGG2B;67259;JS65-8629-4640-2979
1385;977;2010-04-12 00:02;2849;IOZ4800G84UPV8P;32130;DT07-4863-5284-9745
1386;1196;2008-02-23 19:23;29624;19V30ZF45MZVQAR;57827;FR47-8194-5229-5794
1387;1658;2002-08-20 10:31;47964;8A47Z4V4SAQDTQ8;3469;PN83-6921-3190-5985
1388;877;2002-11-15 08:17;3572;QHF678II8UZM05P;36940;RX90-4439-1051-5472
1389;2134;2006-02-24 17:09;3762;CWHK4I6WEQAP81B;45516;SJ20-8307-8196-9281
1390;125;2006-10-01 19:52;45872;DG58UKQZSLY4493;87762;VD10-9495-2495-7046
1391;842;2007-03-13 23:55;9205;KS1W9OE7BISGXS9;24167;NULL
1392;1708;2005-12-22 14:38;47388;JL8J0G3R6HSJK2R;45011;JF38-5962-1682-0999
1393;1814;2003-01-25 03:55;16139;NM5G0F4P2XXCS91;79752;BG56-0022-5449-8264
